,id
2581,301b2b629f2b
2582,99f62a435dd3
2583,5e10547fd11b
2584,aba2a539284c
2585,7ef48fb30101
2586,5446cc9b9251
2587,72f80a34a4f9
2588,8b6a56042250
2589,ac78f6cd18a4
2590,d4ae89b51f13
2591,569656d38c0a
2592,e8bfd548336e
2593,559603b667c7
2594,fa9b8c4a4e16
2595,44b41b0f3f1f
2596,42ed8cad53c4
2597,522fffcc231b
2598,3cdec3c60be9
2599,e8cb1951d50f
2600,db898fe1713d
2601,b109b21a2a6e
2602,a6c340a0c63c
2603,a6074e47a3d0
2604,ae12662d8f18
2605,c3d4ca7d6eaf
2606,d2c9d41d6024
2607,65a905d28053
2608,3abb4dbc792f
2609,88dae2c0ae5a
2610,db8b4ec51746
2611,83b8835d2a39
2612,217ff9213a9b
2613,a4887938a90b
2614,f09f1db51b2a
2615,f929b25acbdb
2616,4a5156f16c70
2617,0f770ed681e6
2618,ddedc72452a3
2619,7b027a6153b5
2620,09a99b2024af
2621,36f09974d13a
2622,2375c341deaa
2623,fa45ba34134c
2624,0fcbbd4384fe
2625,f63a97e9af3e
2626,ce6b8e05a469
2627,1c5534fab3e8
2628,6c5faa5ce9f0
2629,ee5a249f31b0
2630,83cd3a0248c3
2631,b009be8e0b71
2632,6a4133e4378d
2633,0747f8185e74
2634,dfa20c1635bc
2635,12df0e4ff9f4
2636,595eabd0786a
2637,d95d8d2570da
2638,2fa2fd92807b
2639,ce879281cd57
2640,a614fcce14b3
2641,40ce8c12b86c
2642,cf94f296ca51
2643,a88197cd5c32
2644,610578ac4fc0
2645,60cc8b5ddebb
2646,ce46661f6129
2647,fea567c82513
2648,0b5bca8445e1
2649,deda833a6c01
2650,5223f127eec1
2651,444ddc5c10e9
2652,5eb88317cc33
2653,ddef43482868
2654,e9ba855c08e0
2655,2caeb6b584b3
2656,f0c057b5f5b8
2657,2dd074151aa3
2658,9b0dcf3edeab
2659,9876da60be07
2660,646d60574082
2661,a39c690e9a90
2662,4134fe49e6ca
2663,4d26c8ca652a
2664,e039bada89ce
2665,7f86a5437658
2666,573244816058
2667,e840f06cb444
2668,30247260cd48
2669,113951d2abc8
2670,184551f0222c
2671,f4e0cc376b99
2672,4ccb3cf8c835
2673,4e0949156bd7
2674,8e177dec98b0
2675,720afb6b9a95
2676,7e99ad0cccaf
2677,51239face0d2
2678,23d86b8f3f32
2679,73b5da7e85b3
2680,ab259a0d70c5
2681,3677dc1456dc
2682,ca39d869d40f
2683,e5b47668a8f3
2684,e3d12c5a32c9
2685,238ff8c354cf
2686,875bff6d0509
2687,34c40bf01564
2688,f664abace56d
2689,bb2a2b80309c
2690,74745cb94379
2691,0a0ef4bd7b9a
2692,bf193230633c
2693,8befc0617a38
2694,411f0f115b3e
2695,ad988ab4b68f
2696,f704189b5008
2697,3ce5bda36570
2698,aff3fe017e8d
2699,56b704e6f50d
2700,74f953c8a912
2701,54db99001d45
2702,004bcace9269
2703,1da2036a7d7c
2704,0cf3dc032228
2705,198e253d1278
2706,30208d07ca1c
2707,9e3317b99486
2708,876949de9e29
2709,1580400f8443
2710,3975694e3d70
2711,6d10b2677e20
2712,ca06077bd651
2713,bd16e6833784
2714,59ed45a1904e
2715,e727c9f4ea71
2716,189a189aea0d
2717,1dfaf5e720bf
2718,78edb1b29a87
2719,a5d3275517a7
2720,068af605c18a
2721,ad19ea3cecb8
2722,547afd43d437
2723,0f0bf0e6f3c4
2724,197fb9be3c85
2725,519ea3433074
2726,1ec685f627d0
2727,dc3aa6774cd0
2728,c0380e0c1bb4
2729,8f7d83424c0c
2730,e82d2855809d
2731,79fd61f95482
2732,e91f6bcf77c2
2733,73c642c8a649
2734,56f032ed67be
2735,05cb8379154e
2736,f1171804afc1
2737,0551236d7207
2738,c00d76bf1c7d
2739,595e3aa97278
2740,6f794fcc07e2
2741,22c1eb2c8af4
2742,5ee231144dcb
2743,c71c163b13c3
2744,b77c4c035fd6
2745,67b7780c9415
2746,0e6d73fc0d60
2747,ec99209b384d
2748,1a57b2234419
2749,d3a1fe33bc0a
2750,6566598d7e53
2751,e1ccf5a36ee2
2752,1620cbacb3f0
2753,51cbfc36bcb7
2754,6f24f319ec72
2755,d03f2e39d5e9
2756,2cea4f44b5cc
2757,be5c1844283a
2758,6a42625746c3
2759,f05480c657eb
2760,6d5f2841adf8
2761,ae0cb953c419
2762,64a77a2c113b
2763,bbbd3751ad2a
2764,1835d34712da
2765,838dcc7501f5
2766,02db317d46be
2767,98b0087d1d62
2768,72a24fe43fab
2769,23fa4bc0b7ac
2770,f8d3da86a11e
2771,329f144b5f75
2772,229aa84bb104
2773,fb77ac5f9cae
2774,d19d1ae96a36
2775,31c0339f418f
2776,08abb764e96c
2777,c3bb1359e646
2778,fa3cc5d48350
2779,90b54d9ae1e3
2780,0fc212b38c9a
2781,eb38b77e996f
2782,8852fc63aab7
2783,eb0baf84857e
2784,fde1c1f89b70
2785,8aea2ad7b771
2786,1d4dc8f47be6
2787,2324be6d4a32
2788,75618761a94a
2789,feafa3d569ca
2790,c3426ac762cb
2791,e6ed6ef9689a
2792,7c6ebeb3afa8
2793,beb95b6c31d1
2794,01bfb4acf96e
2795,f4653a03924a
2796,fea79679cd68
2797,325c724e4c63
2798,c06c531fc01c
2799,27368d5f8c18
2800,8a11723b722f
2801,fe07500cd467
2802,bd1350ceec92
2803,dcb4bb218d23
2804,22e3a7d2e79f
2805,80d282ac5d45
2806,c8c6dbaa46e3
2807,dca9fe771fb1
2808,ff33ccdb9f48
2809,1e5d2c700552
2810,b6345600a706
2811,d95fb4402270
2812,464910765725
2813,d36773b5ed5f
2814,2095ad95a8ff
2815,217e719b3fdf
2816,c86db784f3c1
2817,742a8a205457
2818,336103d1f18c
2819,1047b3f9f907
2820,bf90c137eafa
2821,3ddde3ee7028
2822,ee262c5b2a9e
2823,428192ef4230
2824,dcc1a00f7660
2825,d9b05beaa852
2826,3ca0fa078813
2827,7662c8a81649
2828,e82ec2bd8a2c
2829,7ec7661599f8
2830,bb0102e9b644
2831,cee45bc8520c
2832,19e5376f5b8a
2833,8b046f86649d
2834,8a33065caddf
2835,daf4b9c5da51
2836,604a87ec6bdd
2837,99591df6b695
2838,06873076814f
2839,840fd4208c1c
2840,b107b7950095
2841,89a737b384b2
2842,3ca8fe39e601
2843,1ff6d285b427
2844,6ee0efae585c
2845,8c27f739611a
2846,825624bb225f
2847,e2a506fb4635
2848,4b8d7bf548a3
2849,f814ab01a7fd
2850,aa17186c38fe
2851,70d5d791642b
2852,d595e974e0d2
2853,7707bd35ad89
2854,3d892388a13d
2855,ba89c54091f0
2856,fa18a8f363cf
2857,24781e3c63f6
2858,df8434ab18eb
2859,2ffa695a8244
2860,a9e6b33a2d2c
2861,6b83bb30cfdc
2862,5d18070c520b
2863,6f7917e5c4ed
2864,c5a1bd8ac4ec
2865,c12883f1e8d6
2866,398bc836ee35
2867,e9bad5c9ecd1
2868,6c4b9f2d5c01
2869,4439118b5321
2870,d6dfcdc4da70
2871,0bc2b01c4f7f
2872,50af5f0533c5
2873,36417edb208a
2874,e1ea032bcfb3
2875,2b7c29570940
2876,29de097e58b7
2877,60e0fc2a87d4
2878,4d1431f03046
2879,1a7b2e6781e4
2880,a5431155ccb8
2881,c8afafd0946b
2882,4a69f7e1c98c
2883,e7d6c9476d80
2884,d18ad4d77950
2885,1f5a9679c6ef
2886,7078af0d269a
2887,1b932309855f
2888,8ed8cad8f3c6
2889,1a91e2930d5d
2890,1ddf0fea191c
2891,7cec3c9bbf78
2892,beec21ea832a
2893,06eef7e1e48d
2894,e3259ee3415c
2895,99a008d231c9
2896,c45af0b020ec
2897,5084e62fa433
2898,b038665e1fde
2899,7d142607cf6f
2900,464d5c2de732
2901,2ef71c482240
2902,061b9253d88a
2903,e6ca72d90937
2904,b98d61d73f86
2905,441fd4685306
2906,61184eca6340
2907,122993318a77
2908,646ed37564cb
2909,dcb8baef9348
2910,1c889d07b700
2911,38e77af6d115
2912,590927fa081f
2913,552dd084b00b
2914,f228b79e51b2
2915,89c6b2383a27
2916,84b7997a6db2
2917,7d16cc70baa6
2918,9256b0054465
2919,e014a05a8415
2920,cdbaa0bed655
2921,8a43ebe650b4
2922,be745ec8c730
2923,f7bd3afca3c1
2924,5fd3352ba101
2925,3025c11e47ed
2926,838e8691aeb1
2927,755c80bd6243
2928,9b5d603e0d77
2929,7a25857bbcfc
2930,673b80333c8d
2931,a59972315f7d
2932,8744d45d0e6f
2933,34908a1d2561
2934,792f6671d7b5
2935,348fbf3fc90f
2936,d7419d30dfbd
2937,5e20ff125178
2938,17cf92050b81
2939,21fc79639973
2940,6d43657d9f78
2941,e0ca2dd62105
2942,238c1b2b9da2
2943,b8c5bde0d1e6
2944,739ca807c2ab
2945,57d66d112b7e
2946,0092d9903f41
2947,80e958724a5c
2948,9afcb84d0057
2949,a06089c0977d
2950,a627ff923eea
2951,8549f23a582f
2952,910aff333c1b
2953,24b6793f1e54
2954,166158d68dc7
2955,dc31c1cdc9a4
2956,3a6cfe8db9f6
2957,4629b50cd796
2958,65f3debcbf61
2959,680c6d9b28d7
2960,2749d3876a1b
2961,8648b2920ff4
2962,fe61520ffa88
2963,17a6f49ddb48
2964,dc24c586641e
2965,b42a2fda07df
2966,bfd333576462
2967,a2b590f878a1
2968,c3901c21106b
2969,9e2d4c30cad3
2970,3a3b20bff1de
2971,047cd0d7311c
2972,7d4deec3b721
2973,345b2ed5e315
2974,9145c08a8e87
2975,a630a618fe8b
2976,3f1a1581cca0
2977,00ccfc1f8b06
2978,9f750b3dd09d
2979,a9079384f930
2980,0dbe0c61bb2f
2981,356b0069e737
2982,280219078063
2983,96055955c6b6
2984,9306c38ee823
2985,a8e1ff31c03a
2986,657789527d9b
2987,78e927d4da1c
2988,64082644c693
2989,674d7524e20d
2990,9b9216507a5d
2991,de3ac5c1ba5a
2992,f98cdf044670
2993,ce79eef49a7d
2994,a3712073ad0a
2995,09862936dcd4
2996,126b51c07b52
2997,fc994f1edb35
2998,7c75e2f971de
2999,f4a0035690e3
3000,09edd011e1a6
3001,c727ddcb913a
3002,51f29ea40aeb
3003,8c80d22307b3
3004,015adf05a305
3005,54bf4166240e
3006,98c6c7104e8e
3007,e3493acc85eb
3008,c9a7563f6a50
3009,6b982453bb5f
3010,adab33ba434a
3011,2edaf3a0b21a
3012,e9b3a53240c1
3013,18aaf8332cb7
3014,fb69a2d05ffb
3015,a4452bc7ae06
3016,1633b33a9dd0
3017,b0677faaa088
3018,f54c2795bf30
3019,06258ee1d073
3020,843297d1983b
3021,e034bfc552ec
3022,ba70226fdaad
3023,33a399d576d3
3024,ab1a13089b1b
3025,a212571a3414
3026,2de4f06745f4
3027,16dad92d703c
3028,26e4acc7a0fd
3029,0c192838e81e
3030,e35c02ca9357
3031,f8d600803952
3032,18f21e90a1d7
3033,6561f2c0403e
3034,8f00f465c762
3035,4b4914471aef
3036,b0c3c901c79e
3037,6e4bcfead6c5
3038,76c449cc56b7
3039,b37dae5f84f3
3040,f424e8a255f8
3041,0f2d450d3d42
3042,3037ea96b588
3043,d4df43413a54
3044,e54b1fb3caec
3045,1fba6ca3248f
3046,dd6215b3d9ce
3047,c0185bafdbff
3048,231903777fec
3049,e573425bc4bf
3050,6de997d6b1ef
3051,7a5b2544972e
3052,2980ff9a6bc6
3053,eeb031d583be
3054,59447dc7d8ee
3055,956a82268bd9
3056,425be47a37e6
3057,5f669b90a674
3058,59c5e4f6cfac
3059,973ae9819dc8
3060,4e035aabe0a4
3061,a882c79f6e79
3062,82ef47ee9f86
3063,95aa95837700
3064,31b5a304950c
3065,992a851b63dd
3066,0bd55d11ced7
3067,64631e380267
3068,357b06780c53
3069,e7851e34a0e5
3070,7e7ee2723875
3071,eb86408dc3bc
3072,3056186cb08e
3073,cb6e7edf04cd
3074,1269e4fdbdbf
3075,499a34c0405b
3076,41cfb303ab70
3077,3033e431db8e
3078,03f6a37fb4b6
3079,797ee7a5f7e8
3080,75e91d83d5a8
3081,f10b7d6c6aef
3082,921146d893cf
3083,54491b1aad7d
3084,9ad3d5156584
3085,3f5473453574
3086,53eec43fa955
3087,79f9638cd796
3088,30f30d34755e
3089,e01763f062bf
3090,5087a781db53
3091,3b5263676547
3092,8e2dc58a2794
3093,76e1c3955c26
3094,b7bd353187e7
3095,2d00e6d402bd
3096,58555c55b575
3097,21328790d2af
3098,54cfc2d735df
3099,1e377a7f2e3c
3100,f7632d309aaa
3101,2ad0d7e61a42
3102,9fd8bdb2557d
3103,e2efb69c5f2b
3104,7a8478640e19
3105,76cbf01d9ead
3106,abd7acfb1544
3107,606c082a2de6
3108,da92c71ea03b
3109,fe5ee1fcceb5
3110,c413e8c79e5f
3111,6fd4eb8fd609
3112,6a0358a96b78
3113,e448146f45e9
3114,b559b1f2ef78
3115,bb029d11f8f1
3116,7119a24ba694
3117,396610ad4cc6
3118,38136b33570d
3119,bb9bfeafbad7
3120,8a8a98c66b90
3121,7beeb1c9a936
3122,7c8a4be9a075
3123,d80286763f7f
3124,9bfd53c23d9b
3125,71fe5d090055
3126,118a9381ba89
3127,5f6b2a178ecc
3128,dc92446f5ece
3129,a1e3410719e9
3130,93d84e777b55
3131,05413da0029b
3132,33a0a5a2679d
3133,6ca5e727adf2
3134,6fe44e67461d
3135,354631b9dbdf
3136,203fa31ceb43
3137,5acd2b3114ea
3138,d9070eebafdf
3139,447aeec96486
3140,99e7d5ab4335
3141,5ff53d3c15f0
3142,33f106fc9744
3143,1348d2c4baf3
3144,9d1976df09cb
3145,a0b92ac8ec46
3146,942343489a14
3147,02e3be190a54
3148,ba4e5bfeffad
3149,f022de4b9cd1
3150,7e68a0044ba6
3151,ee6a304407ac
3152,d758b55c65b4
3153,d5550b312158
3154,3575a04c1670
3155,58ee7570863b
3156,dbb889fbf31c
3157,dabda063bde2
3158,ee7e66018157
3159,0ad4d3b48d7b
3160,77a53f0c3b12
3161,ed09d8cc4bd6
3162,2d69ea4003b0
3163,14aa5bcdfcbf
3164,9c9d616f2f9e
3165,3db616986dbe
3166,74f0970e5a12
3167,93fbdbf1feb6
3168,5b4b8d5fe9c2
3169,5b92864d92fd
3170,1ea7babf0d21
3171,eb951a4bb760
3172,ff80865b1e47
3173,939c52990b70
3174,c9d17289ecf9
3175,364da68142b2
3176,9d54d8c30313
3177,3ac5076f92c5
3178,ce44e6affbf6
3179,0d616e2df85e
3180,8186a43d7aa0
3181,1ef887a21cee
3182,1ee6685596a6
3183,10d987582bdf
3184,929309725c78
3185,e6be2922312d
3186,67d51057a936
3187,027ac44f5b33
3188,2ff676fd700f
3189,2031881f00dc
3190,54ed4fce0856
3191,dc536b9f0b58
3192,289efeba2cf2
3193,f6d3d08378c2
3194,710672ca5624
3195,8f2a4ac56f03
3196,2461ed6180a0
3197,787d63c24a58
3198,44ba380d5bfa
3199,5eef0b0fd85f
3200,56637d420170
3201,70f091b459b2
3202,e21888660f99
3203,cb996e04a402
3204,280652fd18b0
3205,6063cf5f5c18
3206,9eaf8a53dc6a
3207,d2e54e2b022b
3208,0f53e71a11eb
3209,4bd685280e05
3210,8a738a90502a
3211,51426c42b1a0
3212,7459746bd70a
3213,2a6ab6c3f52b
3214,6922864af56e
3215,353a533b5967
3216,8537a3ca6acb
3217,6113fe27d33a
3218,00eb5537b51d
3219,6cbfecf203a5
3220,71a675cd271b
3221,348f0fca7d1b
3222,321a296dce52
3223,e08aaca21061
3224,4f6e1ef051ee
3225,ba99fbad4b2c
3226,70500935ecb8
3227,79d9c6f250a3
3228,5bf05999c111
3229,1d0b6f166c43
3230,00e6b842274b
3231,62358fda9117
3232,0c61d0962781
3233,f65395cdfcc2
3234,63e3315e9f38
3235,86863fb213ab
3236,8ee1eaf28b94
3237,263836bf9b56
3238,ba6e15141425
3239,532c04d08766
3240,e4e67e65222c
3241,bc948f06d3b2
3242,d79f59f5404a
3243,82d3abeaa25c
3244,f8a9b4a243c9
3245,e4585c559994
3246,df84b496ebb5
3247,19a3c802a432
3248,a5a4dc77bb63
3249,ec653b6a1408
3250,20dbf6336aca
3251,7fd9850d8d32
3252,0d2c4359919d
3253,8d869810fe41
3254,1829ed197009
3255,b17c6fd0d797
3256,8b37ce6c57ca
3257,52c484fb9f9c
3258,2c2e42bff96b
3259,c6d5c646060d
3260,6e63164ec1ee
3261,26b36f71623d
3262,ec3f1f01403f
3263,26de91e6c3e8
3264,35256e024188
3265,ebe88b0ea7d0
3266,12c58365fb29
3267,69b7ec1082f1
3268,a343149d4330
3269,05916221f7c4
3270,cf2a28cf7130
3271,a315f791ac76
3272,6ed7b7aa44c8
3273,a1cb1587e405
3274,57852280e9ee
3275,4f634a9dfd82
3276,0defb0802368
3277,50beed4d4b52
3278,0a5a05c9c161
3279,41be2fa1eb88
3280,2c0f7fc2985f
3281,68f3538a1e25
3282,89ca963b2576
3283,9843dfaf9607
3284,55bb8ed91aa3
3285,9eba9a449c45
3286,c5e9ea6e720c
3287,61b8bf7b7282
3288,c1a6e013e2c8
3289,98879a2ccb3d
3290,a0f2be1a72d0
3291,9a7cde6b8289
3292,cf6cccfba563
3293,aa69ac13dec5
3294,4df1543c9136
3295,beece4fe29b5
3296,6fde4fcebb13
3297,90942060d66f
3298,3fc079178c5d
3299,08e7aae3e88e
3300,6c3651ce56b2
3301,ec966e3de6fa
3302,9ab182c2c405
3303,a38b047af511
3304,69a371fa3862
3305,d1dc40a18c13
3306,b714c3e3c839
3307,e14089c7460f
3308,d7a8376eb205
3309,88a85bda290d
3310,c934b23a8208
3311,2de818d19b69
3312,cf03022aa015
3313,91785371884e
3314,8d05a3dc25c6
3315,cc784c3e63ec
3316,fa48a728c8fa
3317,42b8b8c22fb1
3318,5f80a6446397
3319,628fe2ea2384
3320,8a7e11bac491
3321,8256f4951b3a
3322,12b01c47b2a2
3323,b322b715ceca
3324,a526a7e8fec9
3325,2956cf7ba747
3326,2dd5ded5507c
3327,99b31059a04e
3328,74af6aafcf66
3329,ae89747ae15f
3330,284e23e0425b
3331,d86ea6d73e76
3332,a7d63bf26ed5
3333,625f08ed386f
3334,5a47f0451522
3335,295056261ff7
3336,776546ccc51b
3337,69b24aeaac08
3338,1492507238d8
3339,6ee5e6a5c187
3340,70a4be6b6311
3341,c823a8094118
3342,2b5e5c324ed3
3343,889d59266441
3344,b68b6b6d54d2
3345,dcca3fddb7b5
3346,bc18c6c4107c
3347,208ba108d840
3348,3e16cf7fa033
3349,7bb786ec2163
3350,a9114c14c195
3351,657dd2594d68
3352,33c8520ee503
3353,15f06fdf57fa
3354,17d7490b410e
3355,8e1f4f4b59f6
3356,3ae2558eabae
3357,699af43d4533
3358,ee984f99bbab
3359,ef940d847ebc
3360,65163e38992c
3361,b162e1a3463d
3362,528b08b8969e
3363,4eaa4346bd80
3364,b25bde13306e
3365,9d7841ddcb19
3366,1a23ce627ab1
3367,20312a4e3881
3368,4f4968183898
3369,65b0214b065c
3370,e432cae6a9dd
3371,3c1584a984b8
3372,0c879e3db697
3373,38545602b9a7
3374,eb9822954c81
3375,e377282fa335
3376,71c90a1c2ad0
3377,c63a6c8fd5e4
3378,0798185ee0b6
3379,387f17f0676e
3380,a1b8c90ce633
3381,cc7240091379
3382,dbd85a53794d
3383,b59ebfd94171
3384,81830e9e0173
3385,f23045fee0f2
3386,c1e2d926f757
3387,e6ded8605b70
3388,48f6b97d52f9
3389,fdbf93575292
3390,d0fe60b73b11
3391,0d20a39892d9
3392,7154d2fa1232
3393,0c0243b6d468
3394,9230fa37a32f
3395,208fcf03ea52
3396,0ae2f0469dc8
3397,0f1cf0ddbeb0
3398,aa09de1223b3
3399,5549f4af9bc4
3400,149b4eb5e195
3401,1baea9943268
3402,d0f6e95cad5e
3403,3ea2dff7c765
3404,db972a58852a
3405,a91ce2d8213f
3406,614624ba3a13
3407,5205644559b7
3408,cb5d20bca82a
3409,fd01fbb147f0
3410,8081de00eae4
3411,ef5a7abda17b
3412,0bb134d126a6
3413,43aa4aa6c894
3414,eb1e03ba9cae
3415,b29b59f352f5
3416,73869ba795ad
3417,40ca4620c3a2
3418,9a7c83a8ce3d
3419,47ce51e3ec43
3420,cdf94bb45665
3421,ffce44e9f727
3422,d280ee9f1383
3423,6271de91bebe
3424,5267b7f84080
3425,28de6d58d7f5
3426,6637dde4cc29
3427,24c510ce4fe8
3428,a71a0a8c61d1
3429,16aa50501779
3430,1a548be7ac42
3431,24e21d39d98d
3432,db779bdb4377
3433,fcc7ade0c50a
3434,0be2bfa0c74e
3435,0bd589567ae8
3436,6de54e0d4814
3437,06f684c16c5a
3438,1e53e16fca70
3439,13f7bf054d64
3440,49817f5d8d43
3441,ea25bf60a8da
3442,65b21ea50ce6
3443,197df8b4dfd4
3444,4e32601184e2
3445,f23e1bfa6f21
3446,57e747ad613c
3447,b5e75d7928d3
3448,5e61e652da8f
3449,9a4601866297
3450,b95c11a736e7
3451,881ef518f3cd
3452,2f7e3d26508f
3453,559af6cf3cc5
3454,59b698b28e02
3455,515b331591b4
3456,606db189f730
3457,388eed3e3508
3458,d03806a6d0cc
3459,cc166799aab7
3460,7a85c0f76d62
3461,b8125d90d68e
3462,ced447a466ce
3463,a886f83d345b
3464,9336b7a2ae28
3465,4adb1bd9676a
3466,18308c0c7e4d
3467,aa4c2ae8fa8c
3468,eccc2e7b3979
3469,d9eceb2f4ecb
3470,f2a730063a7a
3471,36141d6686df
3472,b3b10c143228
3473,7c13d9c851cd
3474,4762f4d3b8a7
3475,d87a62f68129
3476,56246a31731a
3477,dac56ded7097
3478,a463f9a466fc
3479,f3f682c8082c
3480,b513d0c2bc05
3481,34ab4ac672e0
3482,cf1fa4952425
3483,635364d32b59
3484,6964db8c0865
3485,171aa23102f3
3486,b0d0909bbfe8
3487,d4eb2e0f32f9
3488,2c56599aa178
3489,10bf999f2fed
3490,fa15894230d4
3491,1d0b8b276bcd
3492,79bb59a9ddc8
3493,679cb342a4d1
3494,ed3d72dbb47e
3495,e37bc8af3754
3496,42cce412d7d3
3497,01db941ec9b6
3498,5d2542c02810
3499,51c6805b0d99
3500,bb8d93841bd5
3501,795dcc5686c3
3502,834c6dc98dfc
3503,a35f8fd40d12
3504,d9e9a9de7f4e
3505,3c530b0e340c
3506,3dbe615bf9b8
3507,11e686616a46
3508,0bc1e681e8d8
3509,5199a556b00b
3510,bfdcff8018cf
3511,44ac89d93a40
3512,68c0cd99e71f
3513,933e11228e4f
3514,cd04332b31fb
3515,01ed73cc8026
3516,4dd1d770c125
3517,45a3ad3910d3
3518,31411e7b7ad0
3519,cb0fed574200
3520,577ae20cc402
3521,4e107b878424
3522,c9e37b9e3bd2
3523,2bd9c7e6242e
3524,49dc55655231
3525,d8feaeb9a1b7
3526,00e7e08c6666
3527,191cec8d46d1
3528,5d3eafd0fa2e
3529,184ca553804f
3530,ce1d1af578de
3531,86c548ebb760
3532,d4b7470efc9e
3533,029d33995bfe
3534,f128494e7c6f
3535,4fb038437f37
3536,21077e1c71db
3537,9b3bf28262fc
3538,551ba404d914
3539,9d9f7ac60f85
3540,57fdfa06787d
3541,b91c12ffc2b0
3542,6917080a0b0b
3543,7ee97ff30986
3544,7cdf6b577ca5
3545,0a89dd3f9379
3546,7928ba65135a
3547,591d1d8295db
3548,dd99e1fc20ab
3549,316e693863a5
3550,69aadda63a5b
3551,8db417a2419a
3552,ed060c8ba615
3553,5a65c050d1a6
3554,ad71d833d9b8
3555,05c1fe6f6c1d
3556,d3db8628eff6
3557,765d192c0d95
3558,ab29a71ce872
3559,ae35300245c5
3560,7c076a645ac0
3561,135a0b0acf87
3562,fe7a640ddb45
3563,3ab2d1d8fa73
3564,872531ede074
3565,dcaad06c6945
3566,1a9699dd63ca
3567,b01935432071
3568,cb85bc9c4dba
3569,51956a1e88c1
3570,510efaa8d13b
3571,5b1e285ed6dd
3572,b5ade9f2f1fb
3573,bad71d5c704d
3574,366e5b0a0cbc
3575,40740cd869bb
3576,646099a30c37
3577,6035dc3afd61
3578,cf8f43013449
3579,3e0ee675c359
3580,03198ef534c9
3581,d30b75e8bd49
3582,bd9203dc2211
3583,8049e73e2851
3584,33f4661019ad
3585,714157c6f4c0
3586,fb19cc7395ff
3587,cd10ef7aed58
3588,8ed86f86053f
3589,a138bf337c8c
3590,159726c30e5a
3591,5a9d596ed2cb
3592,fe45938f45ce
3593,0aed151b8f66
3594,73dc855568de
3595,01744534d954
3596,712037f9d8a3
3597,44eee14186e2
3598,0a0ac098d7a0
3599,6be50699ad4a
3600,aeb172389b5e
3601,5d00fadb5843
3602,d7f77bb9512e
3603,72b84b7f0d70
3604,45d58f701009
3605,8dbd1ea7ecbc
3606,65e31813e571
3607,d8e1c2d6e7c2
3608,174eee0d4405
3609,24ece0ee105d
3610,bfc5ea934d6d
3611,e5a0f7b5a683
3612,9f7493d820bb
3613,39cdcfd69791
3614,279a98a660b9
3615,5d3e350d353a
3616,137e75d9f4df
3617,c17cf98bc218
3618,539d63cc2f98
3619,a647bda07c93
3620,0a8edd3866a1
3621,dc9bc8b7f1d7
3622,040029f9a0de
3623,485750c616d4
3624,4f87f855216a
3625,434109788a72
3626,c656c4142088
3627,2e73e974cf54
3628,a1380153640a
3629,2dc0606bbdbc
3630,48ed03ea4129
3631,5312cb3a4634
3632,50613d98c9f8
3633,d24885b06399
3634,77837be0f3ae
3635,e1ca9cdaa585
3636,eba8e145c9ad
3637,d04ea62104cc
3638,f4e7ce8530f4
3639,290aee708ae9
3640,9f660b4f1282
3641,e310e24602ff
3642,3ea8881300af
3643,8cc4b4c3e7bf
3644,9a6c0e603168
3645,fcf33caa1e61
3646,ac450b6e5888
3647,1e76e06a0410
3648,ec02916e94e4
3649,0aa22e42e254
3650,02ad9dbe093c
3651,fc6e0cd4638e
3652,05bae6f351bf
3653,26f42cee6a28
3654,6491dd3e0378
3655,4f5d23fb2f58
3656,ee56de21774d
3657,654ee45bc69a
3658,063c16bef4b1
3659,714f97661697
3660,16cd6c7f11e1
3661,4e2574bf705b
3662,2ef4237875bc
3663,d5cec3e59c1c
3664,0c6a8b9b6f91
3665,bb1f0fd962f8
3666,db2c09569879
3667,13bfa70a284f
3668,48955b4ac3ff
3669,2285af187044
3670,3787ad2f5930
3671,186089735ee2
3672,a45fdb389c32
3673,9aae83640b15
3674,00602383dd7e
3675,4daad77d1963
3676,bf69c774e045
3677,e05030227860
3678,c22d65f2d2f0
3679,31b06c132257
3680,47ba4035da2c
3681,aed1eb12af5b
3682,01fe58b26fa5
3683,2faf1bcb2167
3684,145e8bbf24f4
3685,dc4082105594
3686,c511fbe2acd1
3687,b90f72a6be9b
3688,549658000b20
3689,8f85037ce326
3690,324edc06beb2
3691,56242d3430ae
3692,579a23a02325
3693,045ca1b5a580
3694,2d990629aa59
3695,4092289dba05
3696,86edea9edcba
3697,4dae9ad14ef8
3698,715fa110ea57
3699,e11e5c1dd049
3700,221e9ab9201e
3701,9b97e5d240c9
3702,4a650cdf3894
3703,3a4303bd958c
3704,1549859cceee
3705,a8ef54ef16fb
3706,e90e0e35a352
3707,0b73a7542bfd
3708,0b62248cd47a
3709,212256180f94
3710,826e0a67b5c8
3711,49c008e0d2f0
3712,1b81c81edd9d
3713,bfe7a05ca0ad
3714,058e4bfe8e97
3715,e1b0c2253f06
3716,eac10261f5e8
3717,9f2316347214
3718,70d7417ee27b
3719,970f76e439b2
3720,1f92ab8dc081
3721,1241c3f1b5a5
3722,3c534171859d
3723,6ef902ffa62f
3724,27fc3ccad98a
3725,cca34a927503
3726,306e8835382c
3727,dad762f52a5c
3728,72f289d71de0
3729,78326d122594
3730,b02dd5065397
3731,62e6b06458a3
3732,d95af1509132
3733,9f62b3d05a8e
3734,7255db9aaa6a
3735,36ab06cb0654
3736,089196532c79
3737,514481576456
3738,05924b355206
3739,e1d464eb15f6
